id	title	imdbID	year	rtID	rtAllCriticsRating	rtAllCriticsNumReviews	rtAllCriticsNumFresh	rtAllCriticsNumRotten	rtAllCriticsScore	rtTopCriticsRating	rtTopCriticsNumReviews	rtTopCriticsNumFresh	rtTopCriticsNumRotten	rtTopCriticsScore	rtAudienceRating	rtAudienceNumRatings	rtAudienceScore	movie	distributor	genre	gross	theaters	days	distributor_Sony	distributor_Warner_Bros	distributor_Universal	distributor_Walt_Disney	distributor_20th_Century_Fox	distributor_Paramount	distributor_Miramax	distributor_MGM	distributor_Sony_Classics	distributor_New_Line	distributor_Lionsgate	distributor_IFC_Films	distributor_Strand	distributor_Magnolia	distributor_Fox_Searchlight	distributor_Orion	distributor_First_Run_Features	distributor_ThinkFilm	distributor_Regent_Releasing	distributor_Focus_Features	genre_Drama	genre_Comedy	genre_Documentary	genre_Action	genre_ThrillerSuspense	genre_Adventure	genre_Horror	genre_Romantic_Comedy	genre_Musical	genre_Black_Comedy	genre_Western	genre_ConcertPerformance	genre_Multiple_Genres	freq_ge0_l1	freq_ge1_l2	freq_ge2_l3	freq_ge3_l4	freq_ge4_l5	avg_rating	NrOfTopActors	NrOfTopDirectors	box_office
33132	state property 2	403537	2005	state_property_two	3.5	14	2	12	14	4	10	2	8	20	3.9	1114	82	state property 2	Lionsgate	Action	42471	56	19	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	8	23	3.94	0	0	1677733
33145	a lot like love	391304	2005	lot_like_love	4.9	123	50	73	40	5	33	12	21	36	3.5	20461	76	a lot like love	Walt Disney	Comedy	35819	29	73	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3	10	39	55	3.59	0	0	21831234
33148	kings ransom	388183	2005	kings_ransom	2.4	50	1	49	2	2.2	14	0	14	0	2.7	933	37	kings ransom	New Line	Comedy	5312	21	38	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	4	3.68	0	0	4006489
33150	game of ir lives	354595	2005	miracle_match	0	0	0	0	0	0	0	0	0	0	0	0	0	game of ir lives	IFC Films	Drama	522	2	52	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	13	3.88	0	0	375474
33154	enron smartest guys in room	1016268	2005		0	0	0	0	0	0	0	0	0	0	0	0	0	enron smartest guys in room	Magnolia Pictures	Documentary	1451	5	150	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	17	21	3.7	0	0	4064421
33158	xxx state of union	329774	2005	xxx2_state_of_the_union	3.8	135	22	113	16	3.9	31	4	27	12	2.9	20840	53	xxx state of union	Sony Pictures	Action	171175	341	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	8	26	27	3.54	1	0	26043369
33162	kingdom of heaven	320661	2005	kingdom_of_heaven	5.5	185	72	113	38	5.9	37	19	18	51	3.5	82821	72	kingdom of heaven	20th Century Fox	Adventure	5816	9	115	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3	7	3.82	3	0	47396698
33421	dear wendy	342272	2005	dear_wendy	5.1	60	22	38	36	4.2	16	3	13	18	3.2	7054	54	dear wendy	WellSpring	Drama	400	1	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	22	15	3.28	0	0	23106
33437	danny dog	342258	2005	1145385-unleashed	6.2	128	83	45	64	5.9	31	15	16	48	3.5	17781	77	danny dog	Focus/Rogue Pictures	Action	22466	52	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	38	41	3.68	1	0	24520892
33499	monster in law	369735	2005	monsterinlaw	4.2	162	26	136	16	3.9	40	5	35	12	3.2	50840	63	monster in law	New Line	Comedy	22347	40	115	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	3.25	1	0	82926707
33615	madagascar	351283	2005	madagascar	6	185	102	83	55	6	36	14	22	38	3.4	131512	70	madagascar	Dreamworks SKG	Adventure	136683	252	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	10	12	3.46	0	0	193136719
33639	mad hot ballroom	438205	2005	mad_hot_ballroom	7.1	115	96	19	83	7.5	32	31	1	96	3.8	2138	80	mad hot ballroom	Paramount Vantage	Documentary	150	4	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	13	50	29	3.26	0	0	8045515
33644	dominion prequel to exorcist	449086	2005	dominion_prequel_to_the_exorcist	4.7	43	13	30	30	4.7	15	4	11	26	2.7	5628	35	dominion prequel to exorcist	Warner Bros.	Horror	31261	60	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	34	103	203	141	3.13	0	0	227130
33660	cinderella man	352248	2005	cinderella_man	7.4	206	164	42	79	7.6	43	35	8	81	3.8	44272	88	cinderella man	Universal	Drama	2350	4	185	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1.75	2	1	61649308
33669	sisterhood of traveling pants	403508	2005	sisterhood_of_the_traveling_pants	6.7	128	98	30	76	7.2	31	29	2	93	3.4	38616	78	sisterhood of traveling pants	Warner Bros.	Drama	16782	34	103	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	3.4	0	0	39008741
33672	lords of dogtown	355702	2005	lords_of_dogtown	6	141	77	64	54	6.5	33	20	13	60	3.6	15495	81	lords of dogtown	Sony/TriStar	Action	88237	126	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	11008432
33685	honeymooners	373908	2005	1146572-honeymooners	3.6	109	15	94	13	3.6	30	4	26	13	2.8	2118	42	honeymooners	Paramount Pictures	Comedy	14565	42	59	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	20	46	25	3.13	0	0	12834056
33688	parineeta	437407	2005	10005381-parineeta	0	2	2	0	100	0	1	1	0	100	3.8	1102	81	parineeta	UTV Communications	Drama	10290	8	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	5	1	2.42	0	0	802758
33794	batman begins	372784	2005	batman_begins	7.7	257	217	40	84	6.6	43	26	17	60	3.9	184482	90	batman begins	Warner Bros.	Action	10528	18	138	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	5	1	205343774
33815	perfect man	380623	2005	perfect_man	3.2	117	6	111	5	3.5	31	3	28	9	3.2	49341	69	perfect man	Universal	Romantic Comedy	82095	161	52	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	17	21	3.72	0	0	16247775
33819	heights	382073	2005	heights	6.3	101	65	36	64	5.8	29	16	13	55	3.6	1284	73	heights	Sony Pictures Classics	Drama	4205	1	101	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	0	2.93	0	0	1158405
33830	herbie fully loaded	400497	2005	herbie_fully_loaded	5.4	139	58	81	41	5.6	32	15	17	46	2.8	18840	54	herbie fully loaded	Walt Disney	Comedy	37495	91	110	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	66002004
33836	bewitched	374536	2005	bewitched	4.6	182	44	138	24	4.3	41	8	33	19	2.5	17310	39	bewitched	Sony Pictures	Comedy	224417	231	59	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	6	3.55	3	0	62252415
33838	rize	436724	2005	rize	7	89	74	15	83	7	29	25	4	86	4	2579	84	rize	Lionsgate	Documentary	105322	80	24	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	6	1	2.94	0	0	3278611
33880	me you everyone we know	415978	2005	me_and_you_and_everyone_we_know	7.4	108	88	20	81	7.6	35	29	6	82	3.9	12252	85	me you everyone we know	IFC Films	Drama	5322	8	122	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3.33	0	0	3885134
34129	rebound	376108	2005	rebound	3.7	89	12	77	13	4	29	4	25	13	2.9	5853	52	rebound	20th Century Fox	Comedy	5403	12	80	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1.5	0	0	16808336
34143	dark water	382628	2005	dark_water	5.5	148	67	81	45	5.3	36	15	21	41	2.7	18535	38	dark water	Walt Disney	Thriller/Suspense	6131	16	94	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	8	7	3.66	1	0	25472967
34150	fantastic four	120667	2005	fantastic_four	4.5	200	54	146	27	4.7	34	10	24	29	3.2	95962	57	fantastic four	20th Century Fox	Action	424	2	171	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4.12	0	0	154695366
34153	murderball	436613	2005	murderball	8.4	137	134	3	97	8.4	35	35	0	100	3.9	3228	87	murderball	ThinkFilm	Documentary	7046	14	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	5	14	3.81	0	0	1523883
34164	happy endings	361693	2005	happy_endings	6	104	58	46	55	6	33	16	17	48	3.4	3035	63	happy endings	Lionsgate	Drama	6330	20	59	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5	23	74	68	3.4	1	0	1311633
34271	hustle flow	410097	2005	hustle_and_flow	7.3	153	126	27	82	7.5	37	30	7	81	3.6	17513	80	hustle flow	Paramount Vantage	Drama	162	2	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	29	48	3.73	0	0	22201798
34323	devils rejects	395584	2005	devils_rejects	5.4	131	70	61	53	5.4	27	13	14	48	3.6	27834	79	devils rejects	Lionsgate	Horror	239787	196	31	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	9	7	3.12	0	0	16901126
34332	sky high	405325	2005	1142872-sky_high	6.5	124	90	34	72	6.6	27	18	9	66	3	28338	58	sky high	Walt Disney	Adventure	57132	86	122	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	2.67	0	0	63939454
34334	stealth	382992	2005	1146673-1146673-stealth	3.8	138	18	120	13	3.6	31	2	29	6	2.9	14786	50	stealth	Sony Pictures	Action	66152	123	38	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	3	1	0	31685720
34336	must love dogs	417001	2005	must_love_dogs	5	145	50	95	34	5	32	11	21	34	3	16710	57	must love dogs	Warner Bros.	Romantic Comedy	18931	46	94	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	22	109	193	3.76	2	0	43894863
34338	aristocrats	436078	2005	conjure	0	0	0	0	0	0	0	0	0	0	0	0	0	aristocrats	ThinkFilm	Comedy	7793	7	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	3.4	0	0	6377277
34405	serenity	379786	2005	serenity	7.1	176	143	33	81	7.1	33	28	5	84	3.8	60506	89	serenity	Universal	Action	95880	141	45	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	3	3.08	0	0	25335935
34437	broken flowers	412019	2005	broken_flowers	7.4	184	160	24	86	7.4	40	34	6	85	3.3	21466	68	broken flowers	Focus Features	Romantic Comedy	12014	29	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	1.83	4	1	13736078
34520	dukes of hazzard	377818	2005	dukes_of_hazzard	3.6	164	22	142	13	3.7	37	8	29	21	2.9	27455	58	dukes of hazzard	Warner Bros.	Comedy	12003	44	87	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3.5	0	0	80270227
34523	chumscrubber	406650	2005	chumscrubber	4.9	58	20	38	34	4.8	8	3	5	37	3.5	6925	76	chumscrubber	Picturehouse	Drama	5100	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	13	16	4	2.67	1	0	49526
34526	secuestro express	371939	2005	secuestro_express	5.7	42	22	20	52	6.2	13	8	5	61	3.2	1109	73	secuestro express	Miramax	Action	10048	8	45	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	12	4.12	0	0	302256
34528	junebug	418773	2005	junebug	7.5	126	108	18	85	7.8	33	31	2	93	3.4	7517	72	junebug	Sony Pictures Classics	Drama	3818	7	124	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4.38	1	0	2678010
34530	deuce bigalow european gigolo	367652	2005	deuce_bigelow_european_gigolo	2.8	100	10	90	10	3	24	2	22	8	2.7	16038	51	deuce bigalow european gigolo	Sony Pictures	Comedy	69592	157	52	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	10	40	159	134	3.42	0	0	22264487
34532	skeleton key	397101	2005	1149472-skeleton_key	5.3	147	56	91	38	5	33	8	25	24	3.1	23528	63	skeleton key	Universal	Horror	51165	86	73	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	13	38	46	3.5	2	0	47806295
34534	four brors	430105	2005	hard-four	0	0	0	0	0	0	0	0	0	0	0	0	0	four brors	Paramount Pictures	Drama	47397	83	101	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5	25	49	20	3.04	0	0	74484168
34536	great raid	326905	2005	great_raid	5.3	119	43	76	36	4.9	28	8	20	28	3.6	3417	73	great raid	Miramax	Action	1905	7	66	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	7	3.79	0	0	10166502
34540	pretty persuasion	381505	2005	pretty_persuasion	5	76	25	51	32	4.4	27	4	23	14	3.4	2958	64	pretty persuasion	Samuel Goldwyn Films	Comedy	447	2	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4.33	0	0	305688
34542	grizzly man	427312	2005	grizzly_man	8	134	125	9	93	8.3	35	35	0	100	3.6	9472	82	grizzly man	Lionsgate	Documentary	13216	26	101	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	5	1	2.89	0	1	3174085
35015	duma	361715	2005	duma	7.5	59	55	4	93	7.4	25	23	2	92	3.3	11201	57	duma	Warner Bros.	Adventure	1149	1	31	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	10	19	52	147	3.85	0	0	860002
35836	40 year old virgin	405422	2005	40_year_old_virgin	7.2	179	153	26	85	7.1	36	31	5	86	3.6	141534	81	40 year old virgin	Universal	Comedy	98410	160	115	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	13	54	189	189	3.46	0	0	109243478
35957	red eye	421239	2005	1149496-1149496-red_eye	6.7	178	141	37	79	7.2	37	33	4	89	3.2	32710	66	red eye	Dreamworks SKG	Thriller/Suspense	116930	214	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	1	2	0	1.79	1	0	57859105
36397	valiant	361089	2005	valiant	5	109	33	76	30	4.6	25	3	22	12	2.8	6330	39	valiant	Walt Disney	Adventure	18723	45	87	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	21	44	45	12	2.6	2	0	19471912
36401	brors grimm	355295	2005	brothers_grimm	5.1	177	66	111	37	4.8	34	10	24	29	2.9	36907	47	brors grimm	Miramax/Dimension	Adventure	21463	66	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	4	5	3.04	3	1	37899638
36509	cave	402901	2005	cave	3.5	105	12	93	11	3	24	1	23	4	2.8	10980	38	cave	Sony Pictures	Horror	115456	225	38	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	14	61	218	669	4	0	0	14888028
36511	undiscovered	434424	2005	undiscovered	3.2	66	5	61	7	3.5	24	3	21	12	3.1	1795	53	undiscovered	Lionsgate	Romantic Comedy	91748	754	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	7	1	2.85	0	0	1027388
36517	constant gardener	387131	2005	constant_gardener	7.6	181	151	30	83	8.2	36	33	3	91	3.5	31578	81	constant gardener	Focus Features	Drama	42791	39	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	26	90	193	3.78	1	0	33565375
36523	margaret cho assassin	462333	2005	margaret_cho_assassin	4.7	24	9	15	37	5.1	12	6	6	50	3.3	467	61	margaret cho assassin	Regent Releasing	Comedy	1126	1	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3.5	0	0	39652
36525	just like heaven	425123	2005	just_like_heaven	5.7	148	84	64	56	5.2	30	12	18	40	3.6	90795	77	just like heaven	Dreamworks SKG	Romantic Comedy	97661	224	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	4	5	3.8	0	0	48291624
36529	lord of war	399295	2005		6.2	141	86	55	60	5.6	33	14	19	42	3.6	51125	84	lord of war	Lionsgate	Action	43693	45	45	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	12	15	5	2.68	0	0	24127895
63310	lord of war	399295	2005	lord_of_war	6.2	141	86	55	60	5.6	33	14	19	42	3.6	51125	84	lord of war	Lionsgate	Action	43693	45	45	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	18	54	333	708	3.86	0	0	24127895
36535	everything is illuminated	404030	2005	everything_is_illuminated	6.5	118	79	39	66	6.3	30	17	13	56	3.9	17347	88	everything is illuminated	Warner Independent	Drama	17357	24	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	13	39	66	37	2.96	0	0	1705595
36537	thumbsucker	318761	2005	thumbsucker	6.7	107	75	32	70	6.8	27	19	8	70	3.3	10573	68	thumbsucker	Sony Pictures Classics	Comedy	1717	5	80	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	18	38	3.76	1	0	1325073
36539	thing about my folks	429177	2005	thing_about_my_folk	5.5	64	28	36	43	5	20	8	12	40	2.8	3150	40	thing about my folks	Picturehouse	Comedy	2116	8	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	15	68	54	3.45	0	0	814682
37380	doom	419706	2005	doom	3.9	128	24	104	18	3.8	24	4	20	16	2.7	28789	47	doom	Universal	Horror	45025	79	38	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	5	4.33	0	0	28031250
37382	domino	421054	2005	dominos	0	0	0	0	0	0	0	0	0	0	0	0	0	domino	New Line	Action	90393	111	24	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	6	3	3.35	0	0	10137232
37384	waiting	348333	2005	waiting	4.2	87	26	61	29	3.9	25	6	19	24	3.4	35090	76	waiting	Lionsgate	Comedy	58370	60	38	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	2.67	0	0	16101109
37475	an unfinished life	350261	2005	unfinished_life	5.9	140	74	66	52	5.4	32	14	18	43	3.3	13634	65	an unfinished life	Miramax	Drama	128247	205	38	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	3	0	2.06	2	0	8535575
37720	exorcism of emily rose	404032	2005	the-nameless	4.9	6	2	4	33	0	0	0	0	0	0	0	0	exorcism of emily rose	Sony Pictures	Thriller/Suspense	177353	253	59	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	25	118	376	372	3.46	0	0	75072454
37727	flightplan	408790	2005	flightplan	5.3	169	63	106	37	5.5	35	13	22	37	3.2	35131	56	flightplan	Walt Disney	Thriller/Suspense	1488	4	164	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	4	1	2.5	1	0	89706988
37729	corpse bride	121164	2005	corpse_bride	7.2	182	152	30	83	7.6	34	31	3	91	3.5	98441	76	corpse bride	Warner Bros.	Adventure	29880	112	94	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	16	20	8	2.84	3	1	53337608
37733	a history of violence	399146	2005	history_of_violence	7.9	201	175	26	87	8.4	36	34	2	94	3.4	45849	68	a history of violence	New Line	Drama	22228	22	136	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	13	22	22	1	2.26	1	1	31493782
37741	capote	379725	2005	1151898-capote	8.2	179	161	18	89	8.6	39	39	0	100	3.5	35934	72	capote	Sony Pictures Classics	Drama	7418	13	206	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	9	3	2.89	1	0	28747570
37844	roll bounce	403455	2005	california_roll	0	0	0	0	0	0	0	0	0	0	0	0	0	roll bounce	Fox Searchlight	Comedy	8078	15	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	33	163	147	3.55	0	0	17377282
37846	daltry calhoun	339642	2005	secret_life_of_daltry_calhoun	3.6	28	2	26	7	3.8	9	0	9	0	2.6	4398	34	daltry calhoun	Miramax	Black Comedy	182	2	24	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	10	38	54	3.73	1	0	12460
37853	into blue	378109	2005	into_the_blue	4	123	26	97	21	4.5	31	10	21	32	3.1	24229	67	into blue	Sony Pictures	Adventure	77194	136	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	19	56	89	3.68	0	0	18472363
38038	wallace gromit in curse of were rabbit	312004	2005	wallace_and_gromit_curse_of_the_wererabbit	8.1	172	163	9	94	7.8	35	33	2	94	3.4	30852	72	wallace gromit in curse of were rabbit	Dreamworks SKG	Adventure	157813	306	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	3.5	2	0	56019476
38061	kiss kiss bang bang	373469	2005	kiss_kiss_bang_bang	7.4	146	122	24	83	7	35	28	7	80	3.7	46555	83	kiss kiss bang bang	Warner Bros.	Comedy	17386	18	80	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2.83	1	0	4235837
38188	bubble	454792	2005		0	0	0	0	0	0	0	0	0	0	0	0	0	bubble	Strand	Drama	352	1	115	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	7	4	2.7	0	1	156807
38294	beowulf grendel	402057	2005	beowulf_and_grendel	5.4	33	16	17	48	5.2	13	5	8	38	2.9	7530	43	beowulf grendel	Truly Indie	Adventure	3643	2	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	15	26	14	3.03	0	0	66851
